st_rad,st_raerr,st_disterr1,st_masserr2,st_teffn,st_distn,pl_orbinclerr2,pl_bmassprov,pl_ttvflag,pl_orbeccenn,st_disterr2,ra_str,st_raderr2,pl_discmethod,pl_orbincllim,gaia_gmaglim,pl_bmassjlim,pl_orbperlim,pl_denslim,pl_bmassj,pl_orbsmaxlim,pl_dens,pl_denserr2,pl_radjlim,st_tefferr2,gaia_gmagerr,pl_orbsmaxerr1,st_tefflim,st_radn,pl_orbpererr1,pl_orbpererr2,pl_orbper,pl_orbeccenlim,rowupdate,pl_radj,pl_radn,pl_orbeccen,pl_orbsmaxerr2,pl_bmassn,pl_orbincl,st_decerr,st_posn,pl_letter,pl_hostname,pl_orbeccenerr2,pl_radjerr1,st_teff,pl_bmassjerr1,st_radlim,pl_orbincln,pl_orbinclerr1,pl_kepflag,pl_orbeccenerr1,st_massn,st_masslim,ra,dec_str,st_raderr1,st_optmaglim,pl_orbsmaxn,st_optmag,pl_pnum,st_dist,pl_nnotes,gaia_gmag,pl_orbsmax,pl_facility,st_optband,st_masserr1,pl_bmassjerr2,pl_controvflag,st_tefferr1,pl_densn,st_mass,st_distlim,pl_k2flag,st_optmagerr,pl_name,pl_orbpern,pl_radjerr2,dec,pl_denserr1
0.74,,,-0.25,,,,Msini,,,,,-0.05,,,,0,0,0,0.02000,0,2.530000,,0,-166.00,,0.000000,0,,0.00390000,-0.00390000,9.67370000,0,,0.214,,0.000000,0.000000,,,,,b,,,,4691.00,0.01000,0,,,,,,0,215.3434326,,0.05,,,,,,0,,0.080000,,,0.25,-0.01000,,166.00,,0.29,,,,HD 125595 b,,,-40.3942443,
1.07,,,-0.13,,,,Msini,,,,,-0.02,,,,0,0,0,2.97400,0,2.260000,,0,-18.00,,0.054000,0,,0.68131000,-0.69344000,557.69994000,0,,1.170,,0.446000,-0.059000,,,,,b,,-0.011000,,5900.00,0.24500,0,,,,0.011000,,0,215.2227183,,0.02,,,,,,5,,1.349000,,,0.13,-0.25800,,18.00,,1.05,,,,HD 125612 b,,,-17.4818147,
1.05,,,-0.13,,,,Msini,,,,,-0.07,,,,0,0,0,0.04900,0,1.270000,,0,-18.00,,0.002000,0,,0.00043000,-0.00040000,4.15466000,0,,0.363,,0.149000,-0.002000,,,,,c,,-0.093000,,5900.00,0.00800,0,,,,0.141000,,0,215.2227183,,0.07,,,,,,5,,0.051000,,,0.13,-0.00900,,18.00,,1.05,,,,HD 125612 c,,,-17.4818147,
1.05,,,-0.13,,,-15.980,Mass,,,,,-0.07,,0,,0,0,0,7.17800,0,6.120000,,0,-18.00,,0.159000,0,,15.02596000,-15.41723000,2822.72698000,0,,1.130,,0.115000,-0.174000,,88.195,,,d,,-0.012000,,5900.00,0.93200,0,,16.306,,0.012000,,0,215.2227183,,0.07,,,,,,4,,3.982000,,,0.13,-0.44500,,18.00,,1.05,,,,HD 125612 d,,,-17.4818147,
11.02,,,-0.07,,,,Msini,,,,,-0.48,,,,0,0,0,1.96000,0,1.420000,,0,-7.00,,0.020000,0,,0.50000000,-0.50000000,133.60001000,0,,1.200,,0.040000,-0.020000,,,,,b,,-0.080000,,4835.00,0.22000,0,,,,0.080000,,0,34.7480718,,0.48,,,,,,0,,0.540000,,,0.07,-0.22000,,7.00,,0.67,,,,HD 12648 b,,,85.7365329,
0.98,,,-0.01,,,,Msini,,,,,-0.03,,,,0,0,0,0.23700,0,0.379000,,0,-13.00,,0.010000,0,,6.19000000,-6.33000000,960.41000000,0,,0.919,,0.035000,-0.010000,,,,,b,,-0.024000,,5638.00,0.00200,0,,,,0.039000,,0,216.8852514,,0.03,,,,,,0,,1.837000,,,0.01,-0.00200,,13.00,,0.90,,,,HD 126525 b,,,-51.9329118,
1.20,,,-0.10,,,,Msini,,,,,-0.02,,,,0,0,0,2.43000,0,1.800000,,0,-31.00,,0.020000,0,,0.08300000,-0.08300000,262.70862000,0,,1.180,,0.380000,-0.020000,,,,,b,,-0.010000,,5645.00,0.14000,0,,,,0.010000,,0,31.1423525,,0.02,,,,,,,,0.840000,,,0.10,-0.14000,,31.00,,1.20,,,,HD 12661 b,,,25.4135632,
1.11,,,-0.02,,,,Msini,,,,,-0.08,,,,0,0,0,1.81200,0,1.320000,,0,-70.00,,0.023800,0,,14.00000000,-14.00000000,1708.00000000,0,,1.200,,0.031000,-0.023800,,,,,c,,-0.022000,,5748.00,0.04800,0,,,,0.022000,,0,31.1423525,,0.08,,,,,,,,2.814500,,,0.02,-0.04800,,70.00,,1.02,,,,HD 12661 c,,,25.4135632,
1.37,,,-0.12,,,-37.849,Mass,,,,,-0.03,,0,,0,0,0,0.33900,0,0.289000,,0,-23.00,,0.088000,0,,5.95652000,-6.18760000,1257.25303000,0,,1.140,,0.548000,-0.096000,,97.477,,,b,,-0.062000,,5568.00,0.20400,0,,35.340,,0.063000,,0,216.7005171,,0.03,,,,,,4,,2.249000,,,0.12,-0.01900,,23.00,,0.96,,,,HD 126614 b,,,-5.1784093,
0.74,,,-0.08,,,,Msini,,,,,-0.05,,,,0,0,0,0.08600,0,0.824000,,0,-167.14,,0.011000,0,,0.34360000,-0.25547000,65.78395000,0,,0.506,,0.240000,-0.011000,,,,,b,,-0.150000,,4595.32,0.01600,0,,,,0.156000,,0,217.6848544,,0.08,,,,,,0,,0.287000,,,0.08,-0.02500,,121.68,,0.73,,,,HD 127506 b,,,35.4546059,
0.76,,,-0.01,,,,Msini,,,,,-0.02,,-1,,0,0,0,1.76900,0,1.260000,,0,-44.00,,0.006000,0,,0.40400000,-0.40400000,453.01900000,0,,1.200,,0.303000,-0.006000,,30.000,,,b,,-0.011000,,4965.00,0.02300,0,,,,0.011000,,0,219.0032292,,0.02,,,,,,2,,1.084000,,,0.01,-0.02300,,44.00,,0.83,,,,HD 128311 b,,,9.7454368,
0.76,,,-0.01,,,-14.553,Mass,,,,,-0.02,,0,,0,0,0,3.78900,0,3.010000,,0,-44.00,,0.010000,0,,1.15000000,-1.15000000,921.53800000,0,,1.160,,0.159000,-0.010000,,55.950,,,c,,-0.006000,,4965.00,0.92400,0,,14.553,,0.006000,,0,219.0032292,,0.02,,,,,,2,,1.740000,,,0.01,-0.43200,,44.00,,0.83,,,,HD 128311 c,,,9.7454368,
0.85,,,-0.05,,,,Msini,,,,,-0.02,,,,0,0,0,0.89000,0,0.579000,,0,-100.00,,0.030000,0,,1.60000000,-1.60000000,298.20000000,0,,1.240,,0.570000,-0.030000,,,,,b,,-0.080000,,4875.00,0.07000,0,,,,0.080000,,0,219.2702793,,0.02,,,,,,0,,0.870000,,,0.05,-0.07000,,100.00,,0.65,,,,HD 128356 b,,,-25.8031728,
1.18,,,,,,-19.000,Mass,,,,,-0.01,,0,,0,0,0,2.51000,0,1.860000,,0,-42.00,,0.200000,0,,55.00000000,-55.00000000,1840.00000000,0,,1.180,,0.700000,-0.200000,,52.000,,,b,,-0.100000,,5646.00,1.10000,0,,24.000,,0.100000,,0,221.5104196,,0.01,,,,,,0,,2.900000,,,,-0.54000,,42.00,,0.99,,,,HD 129445 b,,,-68.7629901,
0.85,,,-0.03,,,,Msini,,,,,-0.04,,,,0,0,0,1.15000,0,0.781000,,0,-44.00,,,0,,0.00018000,-0.00018000,10.70871000,0,,1.220,,0.029000,,,,,,b,,-0.016000,,5387.00,,0,,,,0.016000,,0,221.8857975,,0.04,,,,,,1,,0.092500,,,0.03,,,44.00,,0.92,,,,HD 130322 b,,,-0.2820782,
4.44,,,,,,,Msini,,,,,,,,,0,0,0,1.80000,0,1.310000,,0,,,0.120000,0,,16.00000000,-16.00000000,896.00000000,0,,1.200,,0.181000,-0.120000,,,,,b,,-0.060000,,4846.00,0.10000,0,,,,0.060000,,0,223.3461495,,,,,,,,0,,2.010000,,,,-0.10000,,,,1.34,,,,HD 131496 b,,,18.2352618,
2.39,,,,,,,Msini,,,,,,,,,0,0,0,3.31000,0,2.570000,,0,,,0.340000,0,,17.00000000,-17.00000000,2613.00000000,0,,1.170,,0.563000,-0.340000,,,,,b,,-0.033000,,5671.00,0.16000,0,,,,0.033000,,0,32.0576350,,,,,,,,0,,4.100000,,,,-0.16000,,,,1.35,,,,HD 13167 b,,,-24.6955750,
38.41,,,-0.88,,,,Msini,,,,,-4.84,,,,0,0,0,10.95000,0,10.000000,,0,-33.00,,0.080000,0,,6.00000000,-6.00000000,471.60001000,0,,1.110,,0.270000,-0.080000,,,,,b,,-0.060000,,4175.00,2.92000,0,,,,0.060000,,0,32.4173964,,4.84,,,,,,0,,1.250000,,,0.88,-2.92000,,33.00,,2.24,,,,HD 13189 b,,,32.3164548,
1.34,,,-0.15,,,-19.000,Mass,,,,,-0.04,,0,,0,0,0,6.20000,0,5.290000,,0,-38.00,,0.060000,0,,39.00000000,-39.00000000,974.00000000,0,,1.140,,0.340000,-0.060000,,64.000,,,b,,-0.090000,,5783.00,2.20000,0,,18.000,,0.090000,,0,224.2276121,,0.04,,,,,,0,,1.980000,,,0.15,-1.10000,,38.00,,1.03,,,,HD 132406 b,,,53.3809615,
1.30,,,-0.15,,,,Msini,,,,,-0.04,,,,0,0,0,1.49000,0,1.030000,,0,-128.13,,0.040000,0,,34.00000000,-34.00000000,1544.00000000,0,,1.210,,0.220000,-0.040000,,,,,b,,-0.090000,,6289.00,0.09000,0,,,,0.090000,,0,224.5892892,,0.07,,,,,,4,,2.620000,,,0.22,-0.09000,,128.13,,1.23,,,,HD 132563 b,,,44.0428571,
0.96,,,,,,,Msini,,,,,-0.05,,,,0,0,0,1.42000,0,0.986000,,0,-19.00,,0.005000,0,,3.00000000,-3.00000000,649.00000000,0,,1.210,,0.330000,-0.005000,,,,,b,,-0.030000,,5799.00,0.04000,0,,,,0.030000,,0,225.8984524,,0.04,,,,,,4,,1.440000,,,,-0.04000,,19.00,,0.95,,,,HD 133131 A b,,,-27.8431369,
0.96,,,,,,,Msini,,,,,-0.05,,,,0,0,0,0.42000,0,0.251000,,0,-19.00,,0.920000,0,,1084.00000000,-1084.00000000,3568.00000000,0,,1.280,,0.490000,-0.920000,,,,,c,,-0.220000,,5799.00,0.15000,0,,,,0.220000,,0,225.8984524,,0.04,,,,,,4,,4.490000,,,,-0.15000,,19.00,,0.95,,,,HD 133131 A c,,,-27.8431369,
0.99,,,,,,,Msini,,,,,-0.03,,,,0,0,0,2.50000,0,1.860000,,0,-15.00,,0.590000,0,,831.00000000,-831.00000000,5769.00000000,0,,1.180,,0.610000,-0.590000,,,,,b,,-0.040000,,5805.00,0.05000,0,,,,0.040000,,0,225.8999745,,0.05,,,,,,4,,6.150000,,,,-0.05000,,15.00,,0.93,,,,HD 133131 B b,,,-27.8415947,
1.16,,,,,,,Msini,,,,,-0.02,,,,0,0,0,0.03180,0,1.760000,,0,-14.00,,0.001300,0,,0.00010000,-0.00010000,3.26960000,0,,0.282,,0.450000,-0.001400,,,,,b,,-0.040000,,5966.00,0.00250,0,,,,0.040000,,0,227.6847587,,0.01,,,,,,0,,0.044400,,,,-0.00240,,14.00,,1.09,,,,HD 134060 b,,,-61.4223747,
1.16,,,,,,,Msini,,,,,-0.02,,,,0,0,0,0.09220,0,0.780000,,0,-14.00,,0.092900,0,,48.03330000,-44.21970000,1291.56460000,0,,0.527,,0.110000,-0.095100,,,,,c,,-0.070000,,5966.00,0.01390,0,,,,0.130000,,0,227.6847587,,0.01,,,,,,0,,2.392800,,,,-0.01330,,14.00,,1.09,,,,HD 134060 c,,,-61.4223747,
1.16,,,-0.06,,,,Msini,,,,,-0.04,,,,0,0,0,0.02860,0,1.910000,,0,-85.00,,0.002300,0,,0.00160000,-0.00150000,12.08900000,0,,0.265,,0.092000,-0.002400,,,,,b,,-0.053000,,5576.00,0.00201,0,,,,0.054000,,0,228.8103897,,0.04,,,,,,0,,0.104600,,,0.07,-0.00198,,86.00,,1.05,,,,HD 134606 b,,,-70.5203328,
1.16,,,-0.06,,,,Msini,,,,,-0.04,,,,0,0,0,0.03559,0,1.620000,,0,-85.00,,0.006600,0,,0.04100000,-0.03900000,58.88300000,0,,0.301,,0.055000,-0.006900,,,,,c,,-0.040000,,5576.00,0.00315,0,,,,0.062000,,0,228.8103897,,0.04,,,,,,0,,0.300700,,,0.07,-0.00311,,86.00,,1.05,,,,HD 134606 c,,,-70.5203328,
1.16,,,-0.06,,,,Msini,,,,,-0.04,,,,0,0,0,0.14096,0,0.563000,,0,-85.00,,0.043000,0,,5.30000000,-6.90000000,966.50000000,0,,0.677,,0.092000,-0.046000,,,,,d,,-0.045000,,5576.00,0.00912,0,,,,0.045000,,0,228.8103897,,0.04,,,,,,0,,1.941000,,,0.07,-0.00912,,86.00,,1.05,,,,HD 134606 d,,,-70.5203328,
1.16,,,-0.06,,,,Msini,,,,,-0.04,,,,0,0,0,0.00736,0,5.470000,,0,-85.00,,0.001100,0,,0.00051000,-0.00047000,4.32030000,0,,0.119,,0.200000,-0.001200,,,,,e,,-0.130000,,5576.00,0.00110,0,,,,0.140000,,0,228.8103897,,0.04,,,,,,0,,0.052700,,,0.07,-0.00107,,86.00,,1.05,,,,HD 134606 e,,,-70.5203328,
1.16,,,-0.06,,,,Msini,,,,,-0.04,,,,0,0,0,0.01771,0,2.750000,,0,-85.00,,0.003900,0,,0.01600000,-0.01600000,26.91500000,0,,0.200,,0.081000,-0.004100,,,,,f,,-0.059000,,5576.00,0.00227,0,,,,0.100000,,0,228.8103897,,0.04,,,,,,0,,0.178400,,,0.07,-0.00217,,86.00,,1.05,,,,HD 134606 f,,,-70.5203328,
1.22,,,-0.07,,,,Msini,,,,,-0.03,,,,0,0,0,1.61000,0,1.140000,,0,-17.00,,0.020000,0,,0.07000000,-0.07000000,258.17999000,0,,1.210,,0.230000,-0.020000,,,,,b,,0.000000,,5736.00,0.07000,0,,,,0.000000,,0,228.3675397,,0.03,,,,,,2,,0.810000,,,0.07,-0.07000,,17.00,,1.10,,,,HD 134987 b,,,-25.3096721,
1.25,,,-0.04,,,,Msini,,,,,-0.04,,,,0,0,0,0.82000,0,0.532000,,0,-50.00,,0.500000,0,,400.00000000,-400.00000000,5000.00000000,0,,1.240,,0.120000,-0.500000,,,,,c,,-0.020000,,5585.00,0.03000,0,,,,0.020000,,0,228.3675397,,0.04,,,,,,2,,5.800000,,,0.07,-0.03000,,50.00,,1.10,,,,HD 134987 c,,,-25.3096721,
1.36,,,-0.06,,,-43.000,Mass,,,,,-0.06,,0,,0,0,0,2.30000,0,1.710000,,0,-91.52,,0.100000,0,,45.00000000,-44.00000000,4055.00000000,0,,1.190,,0.160000,-0.100000,,93.000,,,b,,-0.030000,,6040.64,0.80000,0,,39.000,,0.040000,,0,229.4511514,,0.05,,,,,,0,,5.400000,,,0.06,-0.30000,,127.25,,1.28,,,,HD 135625 b,,,-45.9225871,
3.93,,,-0.10,,,-32.009,Mass,,,,,,,0,,0,0,0,5.48900,0,4.570000,,0,-25.00,,0.625000,0,,571.78773000,-231.95308000,2422.32597000,0,,1.140,,0.164000,-0.280000,,93.872,,,b,,-0.064000,,4992.00,1.44300,0,,22.730,,0.075000,,0,229.4213643,,,,,,,,0,,4.172000,,,0.10,-0.09800,,25.00,,1.65,,,,HD 135872 b,,,-5.2024735,
1.68,,,-0.16,,,-5.870,Mass,,,,,-0.10,,0,,0,0,0,13.10200,0,12.300000,,0,-44.00,,0.100000,0,,2.22732000,-2.38111000,1187.59765000,0,,1.100,,0.344000,-0.110000,,116.779,,,b,,-0.014000,,6097.00,1.34900,0,,4.025,,0.014000,,0,229.7306046,,0.07,,,,,,0,,2.327000,,,0.16,-1.26500,,44.00,,1.18,,,,HD 136118 b,,,-1.5922913,
1.06,,,-0.04,,,-0.150,Mass,,,,,-0.02,,0,,0,0,0,0.01485,0,5.623888,-0.661634,0,-61.00,,0.002800,0,,0.00008000,-0.00013000,11.57797000,0,,0.148,,0.000000,-0.002800,,88.490,,,b,,,0.004,5664.00,0.00132,0,,0.170,,,,0,230.4401147,,0.02,,,,,,0,,0.096400,,,0.04,-0.00132,,61.00,,0.87,,,,HD 136352 b,,-0.004,-48.3188174,0.716770
1.06,,,-0.04,,,-0.045,Mass,,,,,-0.02,,0,,0,0,0,0.03536,0,2.497668,-0.226058,0,-61.00,,0.005000,0,,0.00011000,-0.00011000,27.59221000,0,,0.260,,0.000000,-0.005000,,88.571,,,c,,,0.007,5664.00,0.00205,0,,0.042,,,,0,230.4401147,,0.02,,,,,,0,,0.172100,,,0.04,-0.00198,,61.00,,0.87,,,,HD 136352 c,,-0.007,-48.3188174,0.248113
1.06,,,-0.04,,,-0.090,Mass,,,,,-0.02,,0,,0,0,0,0.02775,0,2.878108,-0.396980,0,-61.00,,0.012000,0,,0.05000000,-0.05000000,107.24500000,0,,0.229,,0.000000,-0.012000,,89.730,,,d,,,0.008,5664.00,0.00293,0,,0.140,,,,0,230.4401147,,0.02,,,,,,0,,0.425000,,,0.04,-0.00289,,61.00,,0.87,,,,HD 136352 d,,-0.007,-48.3188174,0.430062
3.78,,,-0.12,,,,Msini,,,,,-0.10,,,,0,0,0,2.14000,0,1.590000,,0,-10.00,,0.030000,0,,3.20000000,-3.20000000,464.29999000,0,,1.190,,0.250000,-0.030000,,,,,b,,-0.040000,,4989.00,0.15000,0,,,,0.040000,,0,229.7756438,,0.10,,,,,,0,,1.290000,,,0.12,-0.15000,,10.00,,1.48,,,,HD 136418 b,,,41.7324230,
1.19,,,-0.02,,,,Msini,,,,,-0.03,,,,0,0,0,0.84000,0,0.546000,,0,-58.14,,0.120000,0,,160.00000000,-140.00000000,4540.00000000,0,,1.240,,0.103000,-0.110000,,,,,b,,-0.070000,,5773.19,0.07800,0,,,,0.094000,,0,230.7157509,,0.03,,,,,,0,,5.130000,,,0.02,-0.07400,,58.14,,0.88,,,,HD 136925 b,,,13.3663117,
1.04,,,-0.06,,,,Msini,,,,,-0.05,,,,0,0,0,0.16000,0,0.511000,,0,-81.31,,0.010000,0,,0.58279000,-0.17514000,142.22895000,0,,0.729,,0.651000,-0.010000,,,,,c,,-0.092000,,5835.31,0.02500,0,,,,0.078000,,0,33.0859626,,0.06,,,,,,0,,0.534000,,,0.06,-0.02100,,205.39,,1.00,,,,HD 13724 c,,,-46.8166738,
0.88,,,-0.05,,,,Msini,,,,,-0.01,,,,0,0,0,0.20000,0,0.431000,,0,-29.00,,0.020000,0,,3.00000000,-3.00000000,330.00000000,0,,0.832,,0.360000,-0.020000,,,,,b,,-0.120000,,5181.00,0.02000,0,,,,0.120000,,0,233.9150820,,0.01,,,,,,0,,0.890000,,,0.05,-0.02000,,29.00,,0.68,,,,HD 137388 b,,,-80.2044169,
1.59,,,-0.02,,,-2.200,Mass,,,,,-0.03,,0,,0,0,0,0.01271,0,10.490000,-1.820000,0,-61.00,,0.000190,0,,0.00007910,-0.00008060,1.62116000,0,,0.117,,0.000000,-0.000190,,85.800,,,b,,,0.005,5799.00,0.00173,0,,2.600,,,,0,231.7420543,,0.03,,,,,,0,,0.027320,,,0.02,-0.00173,,61.00,,1.04,,,,HD 137496 b,,-0.004,-16.5090014,2.080000
1.59,,,-0.02,,,,Msini,,,,,-0.03,,,,0,0,0,7.66000,0,6.690000,,0,-61.00,,0.008700,0,,1.10000000,-1.00000000,479.90000000,0,,1.130,,0.477000,-0.008800,,,,,c,,-0.004000,,5799.00,0.11000,0,,,,0.004000,,0,231.7420543,,0.03,,,,,,0,,1.216300,,,0.02,-0.11000,,61.00,,1.04,,,,HD 137496 c,,,-16.5090014,
0.78,,,-0.02,,,,Msini,,,,,-0.02,,,,0,0,0,0.03524,0,1.640000,,0,-50.00,,0.000930,0,,0.00150000,-0.00150000,14.18150000,0,,0.299,,0.071000,-0.001100,,,,,b,,-0.047000,,5035.00,0.00378,0,,,,0.027000,,0,33.1780708,,0.02,,,,,,0,,0.105190,,,0.02,-0.00208,,50.00,,0.77,,,,HD 13808 b,,,-53.7437591,
0.78,,,-0.02,,,,Msini,,,,,-0.02,,,,0,0,0,0.03134,0,1.780000,,0,-50.00,,0.002800,0,,0.05000000,-0.08200000,53.75300000,0,,0.279,,0.156000,-0.002300,,,,,c,,-0.061000,,5035.00,0.00566,0,,,,0.050000,,0,33.1780708,,0.02,,,,,,0,,0.255400,,,0.02,-0.00302,,50.00,,0.77,,,,HD 13808 c,,,-53.7437591,
1.67,,,-0.04,,,,Msini,,,,,-0.10,,,,0,0,0,0.86500,0,0.562000,,0,-66.00,,0.002500,0,,0.00600000,-0.00600000,19.38200000,0,,1.240,,0.020000,-0.002500,,,,,b,,-0.018000,,6255.00,0.03500,0,,,,0.018000,,0,34.5609102,,0.10,,,,,,0,,0.154000,,,0.04,-0.03500,,66.00,,1.29,,,,HD 13908 b,,,65.5941901,
1.67,,,-0.04,,,,Msini,,,,,-0.10,,,,0,0,0,5.13000,0,4.270000,,0,-66.00,,0.040000,0,,17.00000000,-17.00000000,931.00000000,0,,1.150,,0.120000,-0.040000,,,,,c,,-0.020000,,6255.00,0.25000,0,,,,0.020000,,0,34.5609102,,0.10,,,,,,0,,2.030000,,,0.04,-0.25000,,66.00,,1.29,,,,HD 13908 c,,,65.5941901,
1.25,,,-0.13,,,-11.000,Mass,,,,,-0.02,,0,,0,0,0,2.80000,0,2.130000,,0,-25.00,,0.330000,0,,390.00000000,-390.00000000,4218.00000000,0,,1.180,,0.020000,-0.330000,,43.000,,,b,,-0.040000,,5867.00,0.81000,0,,19.000,,0.040000,,0,34.1979991,,0.02,,,,,,0,,5.150000,,,0.13,-0.64000,,25.00,,1.30,,,,HD 13931 b,,,43.7722065,
11.47,,,-0.26,,,-54.379,Mass,,,,,-0.75,,0,,0,0,0,19.87100,0,19.600000,,0,-70.00,,0.094000,0,,11.83794000,-9.83725000,1124.79139000,0,,1.080,,0.099000,-0.099000,,103.235,,,b,,-0.023000,,4700.00,4.41600,0,,32.492,,0.023000,,0,233.8173564,,0.75,,,,,,0,,2.949000,,,0.26,-3.43900,,70.00,,2.69,,,,HD 139357 b,,,53.9221505,
2.34,,,-0.05,,,-0.730,Mass,,,,,-0.06,,0,,0,0,0,0.41500,0,0.477000,-0.038000,0,-60.00,,0.001100,0,,0.00079000,-0.00080000,11.53533000,0,,1.026,,0.251000,-0.001300,,88.990,,,b,,-0.019000,0.025,5521.00,0.02000,0,,0.670,,0.020000,,0,4.4471631,,0.05,,,,,,1,,0.109700,,,0.04,-0.02000,,60.00,,1.32,,,,HD 1397 b,,-0.027,-66.3589285,0.043000
12.40,,,-0.20,,,-13.000,Mass,,,,,-1.10,,0,,0,0,0,15.30000,0,14.700000,,0,-100.00,,0.140000,0,,16.00000000,-14.00000000,2744.00000000,0,,1.090,,0.650000,-0.150000,,39.000,,,b,,-0.028000,,4815.00,6.20000,0,,28.000,,0.027000,,0,34.2933480,,1.10,,,,,,1,,5.150000,,,0.20,-4.50000,,100.00,,2.40,,,,HD 14067 b,,,23.7676546,
0.95,,,-0.12,,,,Msini,,,,,-0.02,,,,0,0,0,0.04900,0,1.270000,,0,-21.00,,0.003000,0,,0.00013000,-0.00123000,9.02378000,0,,0.363,,0.472000,-0.004000,,,,,b,,-0.151000,,5610.00,0.00200,0,,,,0.086000,,0,236.8689866,,0.03,,,,,,2,,0.085000,,,0.12,-0.00800,,21.00,,0.99,,,,HD 140901 b,,,-37.9172333,
0.95,,,-0.05,,,-11.000,Mass,,,,,-0.02,,0,,0,0,0,1.80000,0,1.310000,,0,-21.00,,4.100000,0,,8099.00000000,-4415.00000000,14386.00000000,0,,1.200,,0.770000,-2.500000,,40.000,,,c,,-0.070000,,5610.00,0.50000,0,,18.000,,0.060000,,0,236.8689866,,0.03,,,,,,3,,11.800000,,,0.05,-0.50000,,21.00,,1.06,,,,HD 140901 c,,,-37.9172333,
1.39,,,-0.05,,,,Msini,,,,,-0.03,,,,0,0,0,0.04290,0,1.400000,,0,-94.35,,0.002000,0,,0.00160000,-0.00180000,15.50830000,0,,0.336,,0.160000,-0.002000,,,,,b,,-0.100000,,5885.38,0.00460,0,,,,0.110000,,0,236.6099205,,0.03,,,,,,1,,0.123800,,,0.05,-0.00460,,94.35,,1.05,,,,HD 141004 b,,,7.3527684,
1.39,,,-0.08,,,,Msini,,,,,-0.03,,,,0,0,0,0.45100,0,0.269000,,0,-40.00,,0.011000,0,,0.05000000,-0.05000000,94.44000000,0,,1.280,,0.040000,-0.011000,,,,,b,,-0.020000,,5600.00,0.03000,0,,,,0.020000,,0,236.7235392,,0.03,,,,,,,,0.415000,,,0.08,-0.03000,,40.00,,1.07,,,,HD 141399 b,,,46.9862880,
1.39,,,-0.08,,,,Msini,,,,,-0.03,,,,0,0,0,1.33000,0,0.923000,,0,-40.00,,0.020000,0,,0.08000000,-0.08000000,201.99000000,0,,1.220,,0.048000,-0.020000,,,,,c,,-0.009000,,5600.00,0.08000,0,,,,0.009000,,0,236.7235392,,0.03,,,,,,,,0.689000,,,0.08,-0.08000,,40.00,,1.07,,,,HD 141399 c,,,46.9862880,
1.39,,,-0.08,,,,Msini,,,,,-0.03,,,,0,0,0,1.18000,0,0.801000,,0,-40.00,,0.060000,0,,6.70000000,-6.70000000,1069.80000000,0,,1.220,,0.074000,-0.060000,,,,,d,,-0.025000,,5600.00,0.08000,0,,,,0.025000,,0,236.7235392,,0.03,,,,,,,,2.090000,,,0.08,-0.08000,,40.00,,1.07,,,,HD 141399 d,,,46.9862880,
1.39,,,-0.08,,,,Msini,,,,,-0.03,,,,0,0,0,0.66000,0,0.411000,,0,-40.00,,1.500000,0,,560.00000000,-2000.00000000,5000.00000000,0,,1.250,,0.260000,-1.500000,,,,,e,,-0.220000,,5600.00,0.10000,0,,,,0.220000,,0,236.7235392,,0.03,,,,,,,,5.000000,,,0.08,-0.10000,,40.00,,1.07,,,,HD 141399 e,,,46.9862880,
1.03,,,-0.05,,,,Msini,,,,,-0.01,,,,0,0,0,9.69000,0,8.660000,,0,-9.00,,0.030000,0,,1.20000000,-1.20000000,653.21997000,0,,1.110,,0.410000,-0.030000,,,,,b,,-0.010000,,5870.00,0.40000,0,,,,0.010000,,0,238.0735585,,0.01,,,,,,1,,1.500000,,,0.05,-0.40000,,9.00,,1.09,,,,HD 141937 b,,,-18.4359716,
1.41,,,-0.17,,,,Msini,,,,,-0.04,,,,0,0,0,0.26000,0,0.351000,,0,-28.00,,0.021000,0,,0.09021000,-0.08819000,108.45299000,0,,0.971,,0.130000,-0.023000,,,,,d,,-0.085000,,6273.00,0.03200,0,,,,0.103000,,0,1.5836771,,0.04,,,,,,5,,0.474000,,,0.17,-0.03600,,28.00,,1.21,,,,HD 142 A d,,,-49.0753625,
1.47,,,-0.17,,,,Msini,,,,,-0.04,,,,0,0,0,1.24900,0,0.848000,,0,-48.00,,0.046000,0,,0.37460000,-0.37770000,351.43394000,0,,1.220,,0.158000,-0.051000,,,,,b,,-0.030000,,6245.00,0.12000,0,,,,0.033000,,0,1.5836771,,0.04,,,,,,5,,1.039000,,,0.17,-0.13000,,48.00,,1.21,,,,HD 142 b,,,-49.0753625,
1.47,,,-0.17,,,-12.319,Mass,,,,,-0.04,,0,,0,0,0,10.90100,0,9.990000,,0,-48.00,,0.515000,0,,380.84010000,-321.75084000,10159.64279000,0,,1.110,,0.277000,-0.520000,,90.374,,,c,,-0.027000,,6245.00,1.27800,0,,10.495,,0.026000,,0,1.5836771,,0.04,,,,,,5,,9.811000,,,0.17,-0.93700,,48.00,,1.21,,,,HD 142 c,,,-49.0753625,
