st_rad,st_raerr,st_disterr1,st_masserr2,st_teffn,st_distn,pl_orbinclerr2,pl_bmassprov,pl_ttvflag,pl_orbeccenn,st_disterr2,ra_str,st_raderr2,pl_discmethod,pl_orbincllim,gaia_gmaglim,pl_bmassjlim,pl_orbperlim,pl_denslim,pl_bmassj,pl_orbsmaxlim,pl_dens,pl_denserr2,pl_radjlim,st_tefferr2,gaia_gmagerr,pl_orbsmaxerr1,st_tefflim,st_radn,pl_orbpererr1,pl_orbpererr2,pl_orbper,pl_orbeccenlim,rowupdate,pl_radj,pl_radn,pl_orbeccen,pl_orbsmaxerr2,pl_bmassn,pl_orbincl,st_decerr,st_posn,pl_letter,pl_hostname,pl_orbeccenerr2,pl_radjerr1,st_teff,pl_bmassjerr1,st_radlim,pl_orbincln,pl_orbinclerr1,pl_kepflag,pl_orbeccenerr1,st_massn,st_masslim,ra,dec_str,st_raderr1,st_optmaglim,pl_orbsmaxn,st_optmag,pl_pnum,st_dist,pl_nnotes,gaia_gmag,pl_orbsmax,pl_facility,st_optband,st_masserr1,pl_bmassjerr2,pl_controvflag,st_tefferr1,pl_densn,st_mass,st_distlim,pl_k2flag,st_optmagerr,pl_name,pl_orbpern,pl_radjerr2,dec,pl_denserr1
1.67,,,-0.14,,,,M-R relationship,,,,,-0.98,,0,,0,0,0,0.25200,0,0.361000,,0,-132.00,,,0,,0.00000474,-0.00000474,5.05821338,0,,0.504,,0.000000,,,85.010,,,c,,,,4883.00,,0,,,,,,0,290.5485100,,1.08,,,,,,0,,0.056700,,,0.20,,,146.00,,0.95,,,,Kepler-975 c,,,38.4952415,
0.83,,,-0.04,,,,M-R relationship,,,,,-0.04,,0,,0,0,0,0.04670,0,1.320000,,0,-66.39,,,0,,0.00046260,-0.00046260,105.95641480,0,,0.353,,0.000000,,,89.840,,,b,,,0.026,5232.00,,0,,,,,,0,289.8696232,,0.05,,,,,,1,,0.421700,,,0.04,,,51.16,,0.87,,,,Kepler-976 b,,-0.018,46.7296855,
0.83,,,-0.05,,,,M-R relationship,,,,,-0.04,,0,,0,0,0,0.02320,0,2.250000,,0,-105.24,,,0,,0.00006393,-0.00006393,26.85328322,0,,0.234,,0.000000,,,89.990,,,b,,,0.015,5315.00,,0,,,,,,0,291.5161959,,0.06,,,,,,1,,0.162000,,,0.04,,,84.55,,0.87,,,,Kepler-977 b,,-0.015,42.2480736,
1.09,,,-0.07,,,,M-R relationship,,,,,-0.12,,0,,0,0,0,0.02900,0,1.900000,,0,-84.89,,,0,,0.00017100,-0.00017100,49.62215090,0,,0.267,,0.000000,,,87.520,,,b,,,0.060,6002.00,,0,,,,,,0,286.7107166,,0.25,,,,,,1,,0.272600,,,0.08,,,81.98,,1.07,,,,Kepler-978 b,,-0.051,43.0433585,
0.83,,,-0.05,,,,M-R relationship,,,,,-0.05,,0,,0,0,0,0.02470,0,2.140000,,0,-136.81,,,0,,0.00001135,-0.00001135,8.08801350,0,,0.243,,0.000000,,,88.230,,,b,,,0.037,5310.00,,0,,,,,,0,300.3712023,,0.07,,,,,,1,,0.075300,,,0.06,,,205.13,,0.87,,,,Kepler-979 b,,-0.021,46.4081872,
1.11,,,-0.06,,,,Mass,,,,,-0.12,,0,,0,0,0,0.01100,0,2.180000,-1.210000,0,-73.00,,,0,,,,1.54168000,0,,0.178,,0.000000,,,86.470,,,b,,,0.020,5539.00,0.00500,0,,,,,,0,285.6616933,,0.12,,,,,,1,,0.026126,,,0.06,-0.00500,,73.00,,0.99,,,,Kepler-98 b,,-0.020,37.9645672,1.210000
1.06,,,-0.04,,,,M-R relationship,,,,,-0.07,,0,,0,0,0,0.02390,0,2.200000,,0,-92.58,,,0,,0.00002754,-0.00002754,11.55102504,0,,0.238,,0.000000,,,88.790,,,b,,,0.021,5935.00,,0,,,,,,0,294.6129869,,0.09,,,,,,1,,0.100500,,,0.05,,,98.90,,1.05,,,,Kepler-980 b,,-0.040,45.0601740,
0.96,,,-0.05,,,,M-R relationship,,,,,-0.07,,0,,0,0,0,0.01870,0,2.650000,,0,-82.87,,,0,,0.00000586,-0.00000586,4.46975774,0,,0.206,,0.000000,,,88.320,,,b,,,0.027,5718.00,,0,,,,,,0,289.2489051,,0.12,,,,,,1,,0.053500,,,0.04,,,78.23,,0.98,,,,Kepler-981 b,,-0.016,47.6501141,
1.29,,,-0.05,,,,M-R relationship,,,,,-0.15,,0,,0,0,0,0.01790,0,2.740000,,0,-62.95,,,0,,0.00004115,-0.00004115,15.77382210,0,,0.201,,0.000000,,,89.920,,,b,,,0.042,6139.00,,0,,,,,,0,288.4176803,,0.27,,,,,,1,,0.129100,,,0.07,,,54.99,,1.16,,,,Kepler-982 b,,-0.024,46.5904531,
1.08,,,-0.02,,,,M-R relationship,,,,,-0.03,,0,,0,0,0,0.01940,0,2.580000,,0,-47.66,,,0,,0.00026110,-0.00026110,60.08550820,0,,0.211,,0.000000,,,88.930,,,b,,,0.006,6052.00,,0,,,,,,0,285.1042243,,0.03,,,,,,1,,0.314800,,,0.03,,,50.95,,1.13,,,,Kepler-983 b,,-0.016,45.0080745,
0.93,,,-0.04,,,,M-R relationship,,,,,-0.04,,0,,0,0,0,0.01620,0,2.960000,,0,-91.79,,,0,,0.00014790,-0.00014790,43.03422720,0,,0.189,,0.000000,,,88.070,,,b,,,0.012,5610.00,,0,,,,,,0,296.9588566,,0.05,,,,,,1,,0.232700,,,0.04,,,94.38,,0.96,,,,Kepler-984 b,,-0.010,46.3940661,
0.85,,,-0.04,,,,M-R relationship,,,,,-0.03,,0,,0,0,0,0.02880,0,1.900000,,0,-61.79,,,0,,0.00138100,-0.00138100,116.33190100,0,,0.266,,0.000000,,,89.990,,,b,,,0.012,5434.00,,0,,,,,,0,290.1443390,,0.03,,,,,,1,,0.445100,,,0.03,,,75.03,,0.91,,,,Kepler-985 b,,-0.013,44.0498808,
0.98,,,-0.04,,,,M-R relationship,,,,,-0.08,,0,,0,0,0,0.01940,0,2.580000,,0,-60.93,,,0,,0.00014460,-0.00014460,56.43499380,0,,0.211,,0.000000,,,89.990,,,b,,,0.026,5642.00,,0,,,,,,0,293.0940391,,0.12,,,,,,1,,0.276000,,,0.04,,,74.24,,0.96,,,,Kepler-986 b,,-0.017,42.8964457,
0.91,,,-0.03,,,,M-R relationship,,,,,-0.03,,0,,0,0,0,0.03360,0,1.700000,,0,-60.98,,,0,,0.00047830,-0.00047830,105.30331480,0,,0.291,,0.000000,,,89.990,,,b,,,0.014,5637.00,,0,,,,,,0,289.4110582,,0.03,,,,,,1,,0.423800,,,0.03,,,69.85,,0.97,,,,Kepler-987 b,,-0.011,46.1308443,
0.53,,,-0.02,,,,M-R relationship,,,,,-0.02,,0,,0,0,0,0.01550,0,3.060000,,0,-41.86,,,0,,0.00002728,-0.00002728,17.76080053,0,,0.185,,0.000000,,,89.460,,,b,,,0.042,4005.00,,0,,,,,,0,290.7082585,,0.02,,,,,,1,,0.108500,,,0.02,,,43.58,,0.55,,,,Kepler-988 b,,-0.014,42.2372245,
0.78,,,-0.04,,,,M-R relationship,,,,,-0.04,,0,,0,0,0,0.01740,0,2.810000,,0,-53.62,,,0,,0.00000962,-0.00000962,7.96431535,0,,0.197,,0.000000,,,89.730,,,b,,,0.012,5074.00,,0,,,,,,0,281.5827983,,0.04,,,,,,1,,0.073400,,,0.04,,,52.66,,0.82,,,,Kepler-989 b,,-0.012,47.2334674,
0.73,,,-0.06,,,,Mass,,,,,-0.04,,0,,0,0,0,0.01900,0,10.900000,-2.820000,0,-129.00,,,0,,,,4.60358000,0,,0.132,,0.000000,,,89.050,,,b,,,0.007,4782.00,0.00400,0,,,,,,0,297.3539994,,0.04,,,,,,2,,0.050692,,,0.06,-0.00400,,129.00,,0.79,,,,Kepler-99 b,,-0.007,41.3000452,2.820000
1.08,,,-0.09,,,,M-R relationship,,,,,-0.14,,0,,0,0,0,0.02290,0,2.270000,,0,-213.60,,,0,,0.00002468,-0.00002468,9.91723428,0,,0.232,,0.000000,,,87.060,,,b,,,0.058,5948.00,,0,,,,,,0,297.9381813,,0.27,,,,,,1,,0.088300,,,0.12,,,211.07,,1.05,,,,Kepler-990 b,,-0.037,46.8813194,
1.08,,,-0.09,,,,M-R relationship,,,,,-0.14,,0,,0,0,0,0.00930,0,4.540000,,0,-213.60,,,0,,0.00000067,-0.00000067,0.53835431,0,,0.136,,0.000000,,,82.870,,,c,,,0.031,5948.00,,0,,,,,,0,297.9381813,,0.27,,,,,,1,,0.012700,,,0.12,,,211.07,,1.05,,,,Kepler-990 c,,-0.017,46.8813194,
0.61,,,-0.03,,,,M-R relationship,,,,,-0.02,,0,,0,0,0,0.02200,0,2.340000,,0,-44.76,,,0,,0.00034490,-0.00034490,82.53425190,0,,0.227,,0.000000,,,89.990,,,b,,,0.012,4392.00,,0,,,,,,0,297.0905543,,0.02,,,,,,1,,0.310400,,,0.03,,,55.21,,0.64,,,,Kepler-991 b,,-0.011,49.6264867,
0.74,,,-0.03,,,,M-R relationship,,,,,-0.02,,0,,0,0,0,0.01020,0,4.210000,,0,-46.10,,,0,,0.00005016,-0.00005016,20.16034462,0,,0.145,,0.000000,,,86.390,,,b,,,0.004,4944.00,,0,,,,,,0,284.4304085,,0.02,,,,,,1,,0.133900,,,0.03,,,43.61,,0.80,,,,Kepler-992 b,,-0.024,47.6416613,
0.54,,,-0.02,,,,M-R relationship,,,,,-0.02,,0,,0,0,0,0.02870,0,1.910000,,0,-46.25,,,0,,0.00004655,-0.00004655,22.08557563,0,,0.265,,0.000000,,,89.410,,,b,,,0.016,3843.00,,0,,,,,,0,292.6141076,,0.02,,,,,,1,,0.130000,,,0.02,,,50.16,,0.57,,,,Kepler-993 b,,-0.011,44.3946644,
0.54,,,-0.03,,,,M-R relationship,,,,,-0.02,,0,,0,0,0,0.01000,0,4.280000,,0,-35.14,,,0,,0.00000057,-0.00000057,1.15116651,0,,0.143,,0.000000,,,89.800,,,b,,,0.006,3934.00,,0,,,,,,0,289.0720752,,0.02,,,,,,1,,0.017700,,,0.03,,,38.91,,0.56,,,,Kepler-994 b,,-0.024,47.4069180,
0.80,,,-0.05,,,,M-R relationship,,,,,-0.05,,0,,0,0,0,0.02440,0,2.160000,,0,-74.71,,,0,,0.00008643,-0.00008643,28.26731672,0,,0.241,,0.000000,,,89.990,,,b,,,0.017,5206.00,,0,,,,,,0,284.6157154,,0.05,,,,,,1,,0.170100,,,0.04,,,110.94,,0.83,,,,Kepler-995 b,,-0.015,39.1309980,
1.14,,,-0.08,,,,M-R relationship,,,,,-0.14,,0,,0,0,0,0.01440,0,3.240000,,0,-152.18,,,0,,0.00000806,-0.00000806,3.77059058,0,,0.177,,0.000000,,,89.020,,,b,,,0.056,6014.00,,0,,,,,,0,291.9127633,,0.36,,,,,,1,,0.047400,,,0.09,,,114.40,,1.09,,,,Kepler-996 b,,-0.022,41.5335891,
1.56,,,-0.08,,,,M-R relationship,,,,,-0.30,,0,,0,0,0,0.00761,0,5.290000,,0,-54.96,,,0,,0.00000552,-0.00000552,2.70730672,0,,0.121,,0.000000,,,89.930,,,b,,,0.029,6150.00,,0,,,,,,0,289.2333767,,0.37,,,,,,1,,0.039700,,,0.15,,,62.57,,1.22,,,,Kepler-997 b,,-0.023,49.9388952,
1.18,,,-0.08,,,,M-R relationship,,,,,-0.15,,0,,0,0,0,0.01890,0,2.640000,,0,-165.40,,,0,,0.00001059,-0.00001059,5.65377733,0,,0.207,,0.000000,,,88.770,,,b,,,0.054,6058.00,,0,,,,,,0,296.7541629,,0.31,,,,,,1,,0.062600,,,0.10,,,104.50,,1.12,,,,Kepler-998 b,,-0.027,49.2087085,
1.65,,,-0.12,,,,M-R relationship,,,,,-0.34,,0,,0,0,0,0.01910,0,2.610000,,0,-85.91,,,0,,0.00000817,-0.00000817,5.99185702,0,,0.209,,0.000000,,,85.770,,,b,,,0.058,6237.00,,0,,,,,,0,299.6604865,,0.46,,,,,,1,,0.068100,,,0.16,,,104.45,,1.29,,,,Kepler-999 b,,-0.044,46.1984679,
0.60,,,-0.03,,,-0.700,Mass,,,,,-0.02,,0,,0,0,0,0.01447,0,9.600000,-1.800000,0,-70.00,,0.000240,0,,0.00018000,-0.00018000,1.40150000,1,,0.124,,0.210000,-0.000240,,85.500,,,b,,,0.008,3800.00,0.00176,0,,0.800,,,,0,350.0285917,,0.02,,,,,,0,,0.020910,,,0.03,-0.00176,,70.00,,0.62,,,,L 168-9 b,,-0.008,-60.0657292,2.400000
0.27,,,-0.01,,,,Msini,,,,,,,,,0,0,0,0.01469,0,3.210000,,0,-6.00,,0.006000,0,,0.00700000,-0.00700000,8.78100000,,,0.179,,,-0.006000,,,,,b,,,,3129.00,0.00135,0,,,,,,0,10.8555443,,,,,,,,1,,0.048000,,,0.01,-0.00135,,6.00,,0.21,,,,L 363-38 b,,,-41.2952926,
0.30,,,-0.03,,,-0.440,Mass,,,,,-0.02,,0,,0,0,0,0.00126,0,3.600000,-1.500000,0,-135.00,,0.000800,0,,0.00000120,-0.00000150,2.25311360,0,,0.076,,0.103000,-0.000840,,87.710,,,b,,-0.045000,0.005,3415.00,0.00050,0,,1.160,,0.117000,,0,124.5328604,,0.03,,,,,,0,,0.021910,,,0.03,-0.00047,,135.00,,0.27,,,,L 98-59 b,,-0.004,-68.3144658,1.400000
0.31,,,-0.03,,,-0.160,Mass,,,,,-0.01,,0,,0,0,0,0.00761,0,5.460000,-1.050000,0,-49.00,,0.000100,0,,0.00000250,-0.00000250,3.69067450,0,,0.120,,0.000000,-0.000100,,88.110,,,c,,,0.006,3412.00,0.00110,0,,0.360,,,,0,124.5328604,,0.01,,,,,,0,,0.031700,,,0.03,-0.00107,,49.00,,0.31,,,,L 98-59 c,,-0.006,-68.3144658,1.230000
0.31,,,-0.03,,,-0.111,Mass,,,,,-0.01,,0,,0,0,0,0.00727,0,3.170000,-0.730000,0,-49.00,,0.000200,0,,0.00000600,-0.00000600,7.45072900,0,,0.141,,0.000000,-0.000200,,88.449,,,d,,,0.007,3412.00,0.00145,0,,0.058,,,,0,124.5328604,,0.01,,,,,,0,,0.050600,,,0.03,-0.00142,,49.00,,0.31,,,,L 98-59 d,,-0.007,-68.3144658,0.850000
0.30,,,-0.03,,,,Msini,,,,,-0.02,,,,0,0,0,0.00963,0,4.430000,,0,-135.00,,0.006000,0,,0.02000000,-0.01900000,12.79600000,0,,0.139,,0.128000,-0.004800,,,,,e,,-0.076000,,3415.00,0.00104,0,,,,0.108000,,0,124.5328604,,0.03,,,,,,0,,0.071700,,,0.03,-0.00116,,135.00,,0.27,,,,L 98-59 e,,,-68.3144658,
0.22,,,0.00,,,-0.040,Mass,,,,,0.00,,0,,0,0,0,0.01762,0,5.900000,-0.300000,0,-48.00,,0.001700,0,,0.00002000,-0.00002000,24.73723000,1,,0.154,,0.043000,-0.001700,,89.860,,,b,,,0.002,3096.00,0.00060,0,,0.040,,,,0,11.2486320,,0.00,,,,,,1,,0.094600,,,0.00,-0.00060,,48.00,,0.18,,,,LHS 1140 b,,-0.002,-15.2741085,0.300000
0.22,,,0.00,,,-0.190,Mass,,,,,0.00,,0,,0,0,0,0.00601,0,5.100000,-0.400000,0,-48.00,,0.000500,0,,0.00000200,-0.00000200,3.77794000,1,,0.113,,0.050000,-0.000500,,89.800,,,c,,,0.002,3096.00,0.00019,0,,0.140,,,,0,11.2486320,,0.00,,,,,,1,,0.027000,,,0.00,-0.00019,,48.00,,0.18,,,,LHS 1140 c,,-0.002,-15.2741085,0.400000
0.25,,,-0.01,,,-0.048,Mass,,,,,-0.01,,0,,0,0,0,0.00733,0,6.670000,-0.890000,0,-54.00,,0.000610,0,,0.00000400,-0.00000410,1.94953780,,,0.111,,,-0.000630,,87.452,,,b,,,0.005,3381.00,0.00063,0,,0.052,,,,0,44.3388743,,0.01,,,,,,0,,0.018480,,,0.01,-0.00063,,54.00,,0.24,,,,LHS 1478 b,,-0.004,76.5514045,1.030000
0.33,,,-0.01,,,-1.140,Mass,,,,,-0.01,,0,,1,0,1,0.00110,0,6.000000,,0,-50.00,,0.000560,0,,0.00000130,-0.00000110,0.86023250,0,,0.061,,0.033000,-0.000570,,88.530,,,b,,-0.023000,0.003,3490.00,,0,,1.020,,0.035000,,0,68.1789866,,0.01,,,,,,2,,0.012390,,,0.01,,,50.00,,0.35,,,,LHS 1678 b,,-0.003,-39.7908744,
0.33,,,-0.01,,,-0.260,Mass,,,,,-0.01,,0,,1,0,1,0.00440,0,10.600000,,0,-50.00,,0.001500,0,,0.00000480,-0.00000440,3.69428400,0,,0.084,,0.039000,-0.001500,,88.820,,,c,,-0.025000,0.005,3490.00,,0,,0.400,,0.040000,,0,68.1789866,,0.01,,,,,,2,,0.032700,,,0.01,,,50.00,,0.35,,,,LHS 1678 c,,-0.004,-39.7908744,
0.33,,,-0.01,,,-0.130,M-R relationship,,,,,-0.01,,0,,0,0,0,0.00285,0,5.280000,,0,-50.00,,0.001800,0,,0.00000960,-0.00000750,4.96522290,0,,0.088,,0.036000,-0.001700,,88.310,,,d,,-0.027000,0.006,3490.00,,0,,0.140,,0.060000,,0,68.1789866,,0.01,,,,,,1,,0.040000,,,0.01,,,50.00,,0.35,,,,LHS 1678 d,,-0.006,-39.7908744,
0.50,,,-0.02,,,-1.113,Mass,,,,,-0.03,,0,,0,0,0,0.00497,0,6.700000,-2.700000,0,-142.00,,0.009400,0,,0.00008400,-0.00008400,3.81433400,0,,0.097,,0.000000,-0.009400,,88.125,,,b,,,0.006,3643.00,0.00201,0,,1.113,,,,0,91.0899861,,0.03,,,,,,0,,0.040400,,,0.02,-0.00189,,142.00,,0.50,,,,LHS 1815 b,,-0.006,-55.3115376,3.100000
0.14,,,0.00,,,,Msini,,,,,0.00,,,,0,0,0,0.04137,0,1.440000,,0,-77.00,,0.000180,0,,0.00080000,-0.00081000,3.71778000,0,,0.329,,0.076000,-0.000180,,,,,b,,-0.047000,,2861.00,0.00264,0,,,,0.057000,,0,241.6367309,,0.00,,,,,,0,,0.022620,,,0.00,-0.00258,,77.00,,0.11,,,,LHS 3154 b,,,40.9068221,
0.19,,,-0.01,,,-0.510,M-R relationship,,,,,-0.01,,0,,0,0,0,0.00708,0,5.590000,,0,-77.00,,0.000170,0,,0.00000190,-0.00000190,0.46292913,,,0.116,,,-0.000170,,88.500,,,b,,,0.002,3036.00,,0,,0.510,,,,0,340.4962038,,0.01,,,,,,0,,0.006220,,,0.01,,,77.00,,0.15,,,,LHS 3844 b,,-0.002,-69.1721081,
0.28,,,,,,-0.137,M-R relationship,,,,,0.00,,0,,0,0,0,0.00296,,5.310000,,0,-30.00,,,0,,0.00000600,-0.00000600,2.02908800,,,0.088,,,,,87.194,,,b,,,0.004,3300.00,,0,,0.141,,,,0,290.2379403,,0.00,,,,,,1,,,,,,,,80.00,,0.26,,,,LHS 475 b,,-0.004,-82.5597883,
0.58,,,-0.02,,,-0.200,Mass,,,,,-0.02,,0,,0,0,0,0.09691,0,1.700000,-0.300000,0,-51.00,,0.000500,0,,0.00000400,-0.00000400,4.05203700,0,,0.419,,0.040000,-0.000500,,87.300,,,b,,-0.020000,0.027,3950.00,0.00472,0,,0.200,,0.020000,,0,64.1902212,,0.02,,,,,,0,,0.041700,,,0.02,-0.00472,,51.00,,0.59,,,,LP 714-47 b,,-0.027,-12.0848643,0.300000
0.18,,,-0.01,,,-0.950,M-R relationship,,,,,-0.01,,0,,0,0,0,0.00609,0,5.990000,,0,-55.00,,0.000120,0,,0.00000210,-0.00000210,0.94799810,0,,0.108,,0.000000,-0.000120,,88.370,,,b,,,0.005,2960.00,,0,,0.940,,,,0,165.6904843,,0.01,,,,,,2,,0.009780,,,0.01,,,55.00,,0.14,,,,LP 791-18 b,,-0.005,-16.4064445,
0.18,,,-0.01,,,-0.130,Mass,,,,,-0.01,,0,,0,0,0,0.02234,0,2.690000,,0,-55.00,,0.000350,0,,0.00000740,-0.00000720,4.98990930,0,,0.218,,0.000080,-0.000360,,89.780,,,c,,-0.000040,0.009,2960.00,0.00220,0,,0.130,,0.000040,,0,165.6904843,,0.01,,,,,,2,,0.029610,,,0.01,-0.00220,,55.00,,0.14,,,,LP 791-18 c,,-0.009,-16.4064445,
0.18,,,-0.01,,,-0.410,Mass,,,,,-0.01,,0,,0,0,0,0.00283,0,4.500000,,0,-55.00,,0.000240,0,,0.00001300,-0.00001300,2.75343600,0,,0.092,,0.001500,-0.000240,,89.340,,,d,,-0.000140,0.004,2960.00,0.00157,0,,0.410,,0.000140,,0,165.6904843,,0.01,,,,,,2,,0.019920,,,0.01,-0.00126,,55.00,,0.14,,,,LP 791-18 d,,-0.004,-16.4064445,
0.16,,,0.00,,,-0.330,Mass,,,,,-0.01,,0,,1,0,,0.04153,0,,,0,-75.00,,0.000100,0,,0.00000340,-0.00000400,2.72990250,,,0.118,,,-0.000100,,89.670,,,b,,,0.005,2850.00,,0,,0.220,,,,0,64.1309096,,0.01,,,,,,0,,0.018750,,,0.00,,,75.00,,0.12,,,,LP 890-9 b,,-0.002,-28.3157909,
0.16,,,0.00,,,-0.047,Mass,,,,,-0.01,,0,,1,0,,0.07960,0,,,0,-75.00,,0.000220,0,,0.00002400,-0.00002400,8.45746300,,,0.122,,,-0.000220,,89.287,,,c,,,0.005,2850.00,,0,,0.026,,,,0,64.1309096,,0.01,,,,,,0,,0.039840,,,0.00,,,75.00,,0.12,,,,LP 890-9 c,,-0.003,-28.3157909,
0.43,,,-0.03,,,,Msini,,,,,-0.01,,,,0,0,0,0.04185,0,1.430000,,0,-51.00,,0.002200,0,,0.00780000,-0.00870000,14.43990000,0,,0.331,,0.183000,-0.002100,,,,,b,,-0.063000,,3475.00,0.00315,0,,,,0.062000,,0,319.1147513,,0.01,,,,,,0,,0.087600,,,0.03,-0.00346,,51.00,,0.43,,,,LSPM J2116+0234 b,,,2.5807711,
0.27,,,-0.01,,,-0.658,Mass,,,,,-0.01,,0,,0,0,0,0.00903,0,7.100000,-1.100000,0,-150.00,,0.003000,0,,0.00001000,-0.00001000,5.35876000,0,,0.105,,0.190000,-0.003000,,89.203,,,b,,-0.140000,0.005,3340.00,0.00082,0,,0.658,,0.350000,,0,45.4624781,,0.01,,,,,,2,,0.022000,,,0.01,-0.00079,,150.00,,0.26,,,,LTT 1445 A b,,-0.005,-16.5944956,1.200000
0.27,,,-0.01,,,-0.290,Mass,,,,,-0.01,,0,,0,0,0,0.00485,0,5.570000,-0.600000,0,-150.00,,0.000470,0,,0.00000340,-0.00000360,3.12390350,1,,0.102,,0.223000,-0.000490,,87.430,,,c,,,0.005,3340.00,0.00063,0,,0.180,,,,0,45.4624781,,0.01,,,,,,2,,0.026610,,,0.01,-0.00060,,150.00,,0.26,,,,LTT 1445 A c,,-0.005,-16.5944956,0.680000
0.38,,,-0.03,,,-0.680,Mass,,,,,-0.01,,0,,0,0,0,0.00774,0,5.800000,-0.800000,0,-92.00,,0.000280,0,,0.00000039,-0.00000042,0.76837931,0,,0.118,,0.000000,-0.000290,,86.100,,,b,,,0.005,3358.00,0.00060,0,,0.920,,,,0,154.6449033,,0.01,,,,,,1,,0.011950,,,0.02,-0.00060,,92.00,,0.38,,,,LTT 3780 b,,-0.005,-11.7178010,1.000000
0.38,,,-0.03,,,-0.068,Mass,,,,,-0.01,,0,,0,0,0,0.02530,0,3.240000,-0.430000,0,-92.00,,0.001800,0,,0.00001300,-0.00001300,12.25228400,0,,0.213,,0.024000,-0.001800,,88.958,,,c,,-0.017000,0.009,3358.00,0.00157,0,,0.074,,0.032000,,0,154.6449033,,0.01,,,,,,1,,0.075700,,,0.02,-0.00151,,92.00,,0.38,,,,LTT 3780 c,,-0.010,-11.7178010,0.550000
0.95,,,-0.21,,,-0.430,Mass,,,,,-0.01,,0,,0,0,0,0.09225,0,1.536000,-0.123000,0,-13.00,,0.000140,0,,0.00000930,-0.00000930,0.79205200,0,,0.421,,0.000000,-0.000120,,76.390,,,b,,,0.021,5443.00,0.00245,0,,0.430,,,,0,358.6688767,,0.01,,,,,,0,,0.016790,,,0.29,-0.00255,,14.00,,0.77,,,,LTT 9779 b,,-0.021,-37.6282237,0.123000
1.61,,,,,,,Msini,,,,,,,0,,,,,,0,,,,-130.00,,2.100000,0,,,,,,,,,,-2.100000,,50.000,,,b,,,,4194.00,,0,,,,,,,69.8241791,,,,,,,,2,,14.700000,,,,,,130.00,,,,,,LkCa 15 b,,,22.3508662,
1.61,,,,,,,Msini,,,,,,,0,,,,,,0,,,,-130.00,,2.500000,0,,,,,,,,,,-2.500000,,50.000,,,c,,,,4194.00,,0,,,,,,,69.8241791,,,,,,,,1,,18.600000,,,,,,130.00,,,,,,LkCa 15 c,,,22.3508662,
0.82,,,,,,-0.800,Mass,,,,,,,0,,0,0,0,0.81000,0,1.400000,-0.400000,0,,,0.000700,0,,0.00004000,-0.00004000,3.91405000,0,,0.890,,0.000000,-0.000700,,88.300,,,b,,,0.070,5000.00,0.18000,0,,1.300,,,,0,232.5774696,,0.05,,,,,,0,,0.046400,,,0.04,-0.18000,,150.00,,0.87,,,,Lupus-TR-3 b,,-0.070,-42.9799461,0.400000
2.08,,,-0.07,,,-0.170,Mass,,,,,-0.02,,0,,0,0,0,3.70000,0,1.500000,-0.900000,0,-150.00,,0.000046,0,,0.00000088,-0.00000087,2.14877381,0,,1.597,,0.000340,-0.000049,,88.450,,,b,,-0.000230,0.018,7490.00,0.90000,0,,0.170,,0.000340,,0,317.5515264,,0.02,,,,,,1,,0.040352,,,0.06,-0.90000,,150.00,,1.90,,,,MASCARA-1 b,,-0.019,10.7388967,0.900000
1.92,,,-0.05,,,-0.010,Mass,,,,,-0.11,,0,,0,0,0,3.10000,0,1.070000,,0,-200.00,,0.004000,0,,0.00003000,-0.00003000,2.82406000,0,,1.530,,0.000000,-0.004000,,88.500,,,b,,,0.070,7800.00,0.90000,0,,0.010,,,,0,147.5800667,,0.11,,,,,,1,,0.047000,,,0.05,-0.90000,,200.00,,1.75,,,,MASCARA-4 b,,-0.040,-66.1139253,
,,,-0.02,,,,Mass,,,,,,,,,0,,0,0.01000,0,4.190000,,0,,,0.220000,,,,,,,,0.146,,,-0.160000,,,,,b,,,,,0.01500,,,,,,,0,272.0158250,,,,,,,,1,,0.620000,,,0.03,-0.00500,,,,0.06,,,,MOA-2007-BLG-192L b,,,-27.1500750,
,,,-0.04,,,,Mass,,,,,,,,,0,,0,1.70000,0,1.210000,,0,,,0.700000,,,,,,,,1.200,,,-0.700000,,,,,b,,,,,0.26000,,,,,,,0,272.4249167,,,,,,,,3,,5.900000,,,0.04,-0.26000,,,,0.69,,,,MOA-2007-BLG-400L b,,,-29.2241528,
,,,-0.14,,,,Mass,,,,,,,,,0,,0,0.07360,0,0.925000,,0,,,0.170000,,,,,,,,0.462,,,-0.170000,,,,,b,,,,,0.05300,,,,,,,0,268.5605420,,,,,,,,4,,1.100000,,,0.14,-0.05300,,,,0.21,,,,MOA-2008-BLG-310L b,,,-34.7780528,
,,,-0.27,,,,Mass,,,,,,,,,0,,0,4.10000,0,3.250000,,0,,,0.900000,,,,,,,,1.160,,,-1.000000,,,,,b,,,,,1.70000,,,,,,,0,269.7060000,,,,,,,,3,,2.700000,,,0.24,-1.90000,,,,0.56,,,,MOA-2008-BLG-379L b,,,-30.1969306,
,,,-0.09,,,,Mass,,,,,,,,,0,0,0,0.03270,0,1.730000,,0,,,1.900000,,,2800.00000000,-500.00000000,2800.00000000,,,0.286,,,-0.500000,,,,,b,,,,,0.00530,,,,,,,0,267.0081250,,,,,,,,2,,3.200000,,,0.09,-0.00530,,,,0.56,,,,MOA-2009-BLG-266L b,,,-35.0054111,
